requirement_id,family,requirement_record_sha256,owner,accountable_owner,required_approvers,verification_methods,primary_design,primary_work_package,supporting_work_packages,phase,supporting_phases,entry_gate,acceptance_gate,supporting_gates,test_target,result_target,approval_status,approval_reference
DEP-016,DEP,9b5bb8b87fc4b47f887629453a67652e6295a7bebf5250000a4a1f780e4785c7,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-016,NGR-DEP-016,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-017,DEP,cd8b0bd51af4f6c77771d8567e8342954e763026ef87e0ac4bedf9a64e11b90b,PO,PO,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-017,NGR-DEP-017,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-018,DEP,69c50ac361ec72a95f5bee5c8cadd4dd1b6d0a16b493876bc17d2722b1bec2c3,QL,QL,"PO, MO, SA, SO, CM",I,architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-018,NGR-DEP-018,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-019,DEP,1c5dc0f09104833367c51959a44ba00bc7f4bd066003435a07dade60973d74c1,MO,MO,"PO, MO, SA, SO, CM","T,E",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-019,NGR-DEP-019,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-020,DEP,5c388864470cb1d13b70b338c142e46fdbb644c008045e9ad02f5332d7c9054b,CM,CM,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-020,NGR-DEP-020,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-021,DEP,b1777a237329adf7a746347ce86db06ccf97e59220d2201bc2cd96dc835b3f52,SO,SO,"PO, MO, SA, SO, CM","I,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-021,NGR-DEP-021,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-022,DEP,e84f55c4f2fd051271e341c39942a4fc7d2db9980aec75c41e0b1248e2738a4f,CM,CM,"PO, MO, SA, SO, CM","T,D",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-022,NGR-DEP-022,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-023,DEP,9ee001410f1fc7e9899d4852126a23ec04e15ac29c9d01a14846682bd421db83,QL,QL,"PO, MO, SA, SO, CM","I,E",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-023,NGR-DEP-023,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-024,DEP,329d42631e229a4fb03b3ec497df972e0905dd8f1c08e6c73c87b688afca3ade,SA,SA,"PO, MO, SA, SO, CM","A,T",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-024,NGR-DEP-024,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
DEP-025,DEP,ab1df53f839f198b4265a2decd7b328800cd76bdb520ad978bd57ffcb08595c1,SA,SA,"PO, MO, SA, SO, CM","T,E",architecture/DEPLOYMENT_AND_SCALABILITY.md,NG-WP-02,NG-WP-07;NG-WP-08,1,,G0,G8,,NGV-DEP-025,NGR-DEP-025,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-001,VNV,487e4899ce1b895a8ba0fa3634626e039f735c962e83e90ce258fbb8303324f1,QL,QL,"MO, SA, LA, DA, SO, QL, CM",I,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,8,0;1;2;3;4;5;6;7,G0,G9,G0;G1;G2;G3;G4;G5;G6;G7;G8,NGV-VNV-001,NGR-VNV-001,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-002,VNV,148afdfc8db6ff40d193b0b4af3625e4b91eb90296af05aea4f873d700964aa9,QL,QL,"MO, SA, LA, DA, SO, QL, CM","I,T",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-00,NG-WP-08,0,1;2;3;4;5;6;7;8,G0,G0,G1;G2;G3;G4;G5;G6;G7;G8;G9,NGV-VNV-002,NGR-VNV-002,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-003,VNV,cc36f83ce51ddc6e645821807f23b9025b0b4e506c713e5555fd6891f3d95eaa,LA,LA,"MO, SA, LA, DA, SO, QL, CM",T,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,2,8,G0,G3,G9,NGV-VNV-003,NGR-VNV-003,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-004,VNV,5b07ba1e57b620b75a1163c2bd5fc3b6e13ee3c8fb978176264566613ab024ea,DA,DA,"MO, SA, LA, DA, SO, QL, CM",T,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,2,8,G0,G3,G9,NGV-VNV-004,NGR-VNV-004,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-005,VNV,d8eea9786ec8f1965756e2af9526e15c4789294b173d9be0af07fcde1bb510c4,QL,QL,"MO, SA, LA, DA, SO, QL, CM",T,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,2,7;8,G0,G4,G8;G9,NGV-VNV-005,NGR-VNV-005,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-006,VNV,a3dc92b8dfa1d8ad1ddf6b00e2f2097b786a8c4a491999e24a3daf58839a22d5,QL,QL,"MO, SA, LA, DA, SO, QL, CM","T,E",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,2,7;8,G0,G4,G8;G9,NGV-VNV-006,NGR-VNV-006,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-007,VNV,115b7feebff7082d5d93e8108efb870140070a0af6c5a59319486d3e2aa6d290,SO,SO,"MO, SA, LA, DA, SO, QL, CM","I,T,E",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-06,NG-WP-08,6,8,G0,G5,G9,NGV-VNV-007,NGR-VNV-007,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-008,VNV,abb12b379a4b451361ef10bb4db8b393abb77133fe0fc03a0803783e66c0b25b,MO,MO,"MO, SA, LA, DA, SO, QL, CM","T,D",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,3,8,G0,G7,G9,NGV-VNV-008,NGR-VNV-008,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-009,VNV,bd0e5b9c72b39c2a04bec291d8acf6c657f9ca8894ec28b9ebbf92565957e5db,SA,SA,"MO, SA, LA, DA, SO, QL, CM","A,T",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,5,7;8,G0,G6,G8;G9,NGV-VNV-009,NGR-VNV-009,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-010,VNV,4ba975a3db2503916247926e6c458bf620b70c3badc47776ea1d9c2eba02548b,CM,CM,"MO, SA, LA, DA, SO, QL, CM",E,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,7,8,G0,G4,G8;G9,NGV-VNV-010,NGR-VNV-010,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-011,VNV,8b08e23d6cc9d7d364810edd3bc527e3f7afe4753bb1cf6b025f962d6e7727ef,MO,MO,"MO, SA, LA, DA, SO, QL, CM","I,D",quality/VERIFICATION_AND_VALIDATION.md,NG-WP-08,,8,,G0,G9,,NGV-VNV-011,NGR-VNV-011,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
VNV-012,VNV,cae1efeb3fe60d0b49e1bb0328c9b9f9af00eca1e9977a7610d297a6ae01bba1,QL,QL,"MO, SA, LA, DA, SO, QL, CM",I,quality/VERIFICATION_AND_VALIDATION.md,NG-WP-00,NG-WP-08,0,1;2;3;4;5;6;7;8,G0,G0,G1;G2;G3;G4;G5;G6;G7;G8;G9,NGV-VNV-012,NGR-VNV-012,OUTSIDE_LOCAL_V04_GATE,quality/G0_HUMAN_APPROVAL_LEDGER.json
